Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
53,Duke Johnson,HOU,10,29,RB,RB26,296,296,296,296,296,51.7
54,Josh Gordon,NE,10,31,WR,WR23,415,415,415,415,415,52.1
55,Calvin Ridley,ATL,9,28,WR,WR24,699,699,699,699,699,53.5
56,O.J. Howard,TB,7,28,TE,TE4,418,418,418,418,418,54.1
57,Phillip Lindsay,DEN,10,28,RB,RB27,240,240,240,240,240,55.6
58,Aaron Rodgers,GB,11,39,QB,QB3,77.9,77.9,77.9,77.9,77.9,55.7
59,Evan Engram,NYG,11,28,TE,TE5,312,312,312,312,312,57.3
60,Tevin Coleman,SF,4,29,RB,RB28,665,665,665,665,665,57.7
61,Miles Sanders,PHI,10,25,RB,RB29,61.5,61.5,61.5,61.5,61.5,59
62,Mike Williams,LAC,12,28,WR,WR25,39.7,39.7,39.7,39.7,39.7,60.3
63,Austin Ekeler,LAC,12,27,RB,RB30,2.7,2.7,2.7,2.7,2.7,61.7
64,Dede Westbrook,JAX,10,29,WR,WR26,null,null,null,null,null,62.7
65,Baker Mayfield,CLE,7,27,QB,QB4,232,232,232,232,232,63.2
66,Hunter Henry,LAC,12,28,TE,TE6,136.1,136.1,136.1,136.1,136.1,63.3
67,A.J. Green,CIN,9,34,WR,WR27,192,192,192,192,192,63.8
68,Jarvis Landry,CLE,7,30,WR,WR28,165,165,165,165,165,64.8
69,DJ Moore,CAR,7,25,WR,WR29,36.1,36.1,36.1,36.1,36.1,67.2
70,Matt Ryan,ATL,9,37,QB,QB5,132,132,132,132,132,69.2
71,Derrius Guice,WAS,10,25,RB,RB31,null,null,null,null,null,69.8
72,Lamar Miller,HOU,10,31,RB,RB32,null,null,null,null,null,70.4
73,Jared Cook,NO,9,35,TE,TE7,null,null,null,null,null,70.6
74,Tarik Cohen,CHI,6,27,RB,RB33,null,null,null,null,null,71
75,Alshon Jeffery,PHI,10,33,WR,WR30,null,null,null,null,null,71.9
76,Drew Brees,NO,9,44,QB,QB6,null,null,null,null,null,73.9
77,Carson Wentz,PHI,10,30,QB,QB7,225,225,225,225,225,74.6
78,Vance McDonald,PIT,7,32,TE,TE8,null,null,null,null,null,75.1
79,Chosen Anderson,NYJ,4,29,WR,WR31,166,166,166,166,166,75.9
80,Latavius Murray,NO,9,33,RB,RB34,null,null,null,null,null,76.4
81,Allen Robinson II,CHI,6,29,WR,WR32,53.9,53.9,53.9,53.9,53.9,76.6
82,Emmanuel Sanders,DEN,10,35,WR,WR33,null,null,null,null,null,80.6
83,Jared Goff,LAR,9,28,QB,QB8,227,227,227,227,227,81.5
84,William Fuller V,HOU,10,28,WR,WR34,null,null,null,null,null,81.6
85,Kenyan Drake,MIA,5,29,RB,RB35,226,226,226,226,226,82.9
86,Tony Pollard,DAL,8,25,RB,RB36,69.9,69.9,69.9,69.9,69.9,83.3
87,David Njoku,CLE,7,26,TE,TE9,152.5,152.5,152.5,152.5,152.5,83.5
88,Devin Singletary,BUF,6,25,RB,RB37,71.7,71.7,71.7,71.7,71.7,83.9
89,Matt Breida,SF,4,28,RB,RB38,234,234,234,234,234,84.8
90,Darwin Thompson,KC,12,26,RB,RB39,385,385,385,385,385,86
91,Andrew Luck,IND,6,33,QB,QB9,null,null,null,null,null,87.8
92,Curtis Samuel,CAR,7,26,WR,WR35,178,178,178,178,178,88
93,Russell Wilson,SEA,11,34,QB,QB10,72,72,72,72,72,88.4
94,Christian Kirk,ARI,12,26,WR,WR36,96.2,96.2,96.2,96.2,96.2,89.9
95,LeSean McCoy,KC,12,34,RB,RB40,null,null,null,null,null,90.8
96,Sterling Shepard,NYG,11,30,WR,WR37,172,172,172,172,172,92.2
97,Chicago Bears,CHI,6,null,DST,DST1,159.4,159.4,159.4,159.4,159.4,92.4
98,Darrell Henderson Jr.,LAR,9,25,RB,RB41,113.6,113.6,113.6,113.6,113.6,93
99,Cam Newton,CAR,7,33,QB,QB11,null,null,null,null,null,94.4
100,Rashaad Penny,SEA,11,27,RB,RB42,63,63,63,63,63,95.3
101,Austin Hooper,ATL,9,28,TE,TE10,316,316,316,316,316,95.4
102,Sammy Watkins,KC,12,29,WR,WR38,195,195,195,195,195,96.1
103,Lamar Jackson,BAL,8,26,QB,QB12,51.5,51.5,51.5,51.5,51.5,97.6
104,Geronimo Allison,GB,11,29,WR,WR39,848,848,848,848,848,98.7
105,Marquez Valdes-Scantling,GB,11,28,WR,WR40,130.2,130.2,130.2,130.2,130.2,100.6
106,Kareem Hunt,CLE,7,27,RB,RB43,69.2,69.2,69.2,69.2,69.2,100.8
107,James Washington,PIT,7,26,WR,WR41,null,null,null,null,null,101.3
108,Jordan Howard,PHI,10,28,RB,RB44,null,null,null,null,null,103.7
109,Jameis Winston,TB,7,29,QB,QB13,148.1,148.1,148.1,148.1,148.1,105.1
110,Marvin Jones Jr.,DET,5,33,WR,WR42,162,162,162,162,162,105.3
111,Los Angeles Rams,LAR,9,null,DST,DST2,129.8,129.8,129.8,129.8,129.8,105.6
112,Larry Fitzgerald,ARI,12,39,WR,WR43,null,null,null,null,null,106.5
113,Ben Roethlisberger,PIT,7,41,QB,QB14,null,null,null,null,null,106.8
114,Royce Freeman,DEN,10,27,RB,RB45,325,325,325,325,325,108.1
115,Jacksonville Jaguars,JAX,10,null,DST,DST3,192,192,192,192,192,109.3
116,Dante Pettis,SF,4,27,WR,WR44,376,376,376,376,376,109.8
117,Corey Davis,TEN,11,28,WR,WR45,171,171,171,171,171,110.8
118,Kyler Murray,ARI,12,25,QB,QB15,62.1,62.1,62.1,62.1,62.1,110.9
119,Kalen Ballage,MIA,5,27,RB,RB46,null,null,null,null,null,113.5
120,Michael Gallup,DAL,8,27,WR,WR46,119,119,119,119,119,113.8
121,Tom Brady,NE,10,45,QB,QB16,86.7,86.7,86.7,86.7,86.7,114.6
122,Delanie Walker,TEN,11,38,TE,TE11,null,null,null,null,null,115.4
123,Philip Rivers,LAC,12,41,QB,QB17,null,null,null,null,null,116.1
124,Baltimore Ravens,BAL,8,null,DST,DST4,158.5,158.5,158.5,158.5,158.5,117
125,Eric Ebron,IND,6,29,TE,TE12,null,null,null,null,null,117.5
126,Jaylen Samuels,PIT,7,26,RB,RB47,669,669,669,669,669,119
127,DeSean Jackson,PHI,10,36,WR,WR47,null,null,null,null,null,119.4
128,Donte Moncrief,PIT,7,29,WR,WR48,null,null,null,null,null,119.8
129,Justin Jackson,LAC,12,26,RB,RB48,274,274,274,274,274,119.9
130,Justice Hill,BAL,8,25,RB,RB49,332,332,332,332,332,120.7
131,Golden Tate,NYG,11,34,WR,WR49,null,null,null,null,null,123.3
132,Cleveland Browns,CLE,7,null,DST,DST5,169.5,169.5,169.5,169.5,169.5,126
133,T.J. Hockenson,DET,5,25,TE,TE13,119.6,119.6,119.6,119.6,119.6,126.1
134,Courtland Sutton,DEN,10,27,WR,WR50,45.1,45.1,45.1,45.1,45.1,126.2
135,Dak Prescott,DAL,8,29,QB,QB18,84.8,84.8,84.8,84.8,84.8,127.2
136,Alexander Mattison,MIN,12,24,RB,RB50,128.9,128.9,128.9,128.9,128.9,127.3
137,Jamison Crowder,NYJ,4,29,WR,WR51,190,190,190,190,190,128.8
138,Kirk Cousins,MIN,12,34,QB,QB19,107.8,107.8,107.8,107.8,107.8,130.7
139,Peyton Barber,TB,7,29,RB,RB51,null,null,null,null,null,131.3
140,Tyrell Williams,LV,6,31,WR,WR52,null,null,null,null,null,131.4
141,DK Metcalf,SEA,11,25,WR,WR53,50.9,50.9,50.9,50.9,50.9,131.8
142,Adrian Peterson,WAS,10,37,RB,RB52,null,null,null,null,null,133.1
143,Minnesota Vikings,MIN,12,null,DST,DST6,156.7,156.7,156.7,156.7,156.7,134
144,Anthony Miller,CHI,6,28,WR,WR54,null,null,null,null,null,134.4
145,John Brown,BUF,6,32,WR,WR55,700,700,700,700,700,136.2
146,Los Angeles Chargers,LAC,12,null,DST,DST7,145.7,145.7,145.7,145.7,145.7,137.4
147,Mecole Hardman,KC,12,25,WR,WR56,168,168,168,168,168,137.7
148,Dallas Cowboys,DAL,8,null,DST,DST8,161,161,161,161,161,137.9
149,Mitch Trubisky,CHI,6,28,QB,QB20,259,259,259,259,259,139.2
150,Mark Andrews,BAL,8,27,TE,TE14,25.9,25.9,25.9,25.9,25.9,142.1
151,Dion Lewis,TEN,11,32,RB,RB53,null,null,null,null,null,142.9
152,Greg Zuerlein,LAR,9,35,K,K1,482,482,482,482,482,144.3
153,Josh Allen,BUF,6,26,QB,QB21,19.1,19.1,19.1,19.1,19.1,145.8
153,Denver Broncos,DEN,10,null,DST,DST9,161.5,161.5,161.5,161.5,161.5,145.8
155,Keke Coutee,HOU,10,26,WR,WR57,282,282,282,282,282,146.2
156,Jimmy Garoppolo,SF,4,31,QB,QB22,435,435,435,435,435,147.5
157,Greg Olsen,CAR,7,38,TE,TE15,null,null,null,null,null,148.9
158,Justin Tucker,BAL,8,33,K,K2,135.9,135.9,135.9,135.9,135.9,149.7
159,Damien Harris,NE,10,26,RB,RB54,59.4,59.4,59.4,59.4,59.4,151.4
159,D'Onta Foreman,IND,6,26,RB,RB55,149,149,149,149,149,151.4
161,Harrison Butker,KC,12,27,K,K3,140.1,140.1,140.1,140.1,140.1,151.6
162,Deebo Samuel,SF,4,27,WR,WR58,19.6,19.6,19.6,19.6,19.6,151.8
162,N'Keal Harry,NE,10,25,WR,WR59,null,null,null,null,null,151.8
164,Carlos Hyde,HOU,10,32,RB,RB56,null,null,null,null,null,151.9
165,Frank Gore,BUF,6,39,RB,RB57,null,null,null,null,null,152.3
166,Trey Burton,CHI,6,31,TE,TE16,null,null,null,null,null,152.4
167,Ito Smith,ATL,9,27,RB,RB58,null,null,null,null,null,154.2
168,Kyle Rudolph,MIN,12,33,TE,TE17,386,386,386,386,386,154.9
169,Darren Waller,LV,6,30,TE,TE18,50.2,50.2,50.2,50.2,50.2,155.8
170,Jimmy Graham,GB,11,36,TE,TE19,null,null,null,null,null,156.6
171,Jack Doyle,IND,6,32,TE,TE20,null,null,null,null,null,156.8
172,Ty Montgomery,NYJ,4,30,WR,WR60,290,290,290,290,290,157.1
173,Chris Herndon,NYJ,4,27,TE,TE21,1960,1960,1960,1960,1960,157.3
174,Derek Carr,LV,6,31,QB,QB23,102.6,102.6,102.6,102.6,102.6,157.4
175,Stephen Gostkowski,NE,10,39,K,K4,null,null,null,null,null,157.5
176,Wil Lutz,NO,9,28,K,K5,467,467,467,467,467,157.6
176,Malcolm Brown,LAR,9,29,RB,RB59,1948,1948,1948,1948,1948,157.6
178,Dare Ogunbowale,TB,7,28,RB,RB60,287,287,287,287,287,157.9
179,Dallas Goedert,PHI,10,28,TE,TE22,75.3,75.3,75.3,75.3,75.3,158
179,Jordan Reed,WAS,10,32,TE,TE23,null,null,null,null,null,158
181,Ronald Jones,TB,7,25,RB,RB61,248,248,248,248,248,158.1
181,Noah Fant,DEN,10,25,TE,TE24,307,307,307,307,307,158.1
181,Philadelphia Eagles,PHI,10,null,DST,DST10,160.7,160.7,160.7,160.7,160.7,158.1
184,Jerick McKinnon,SF,4,30,RB,RB62,210,210,210,210,210,158.5
185,Devin Funchess,IND,6,28,TE,TE25,1866,1866,1866,1866,1866,158.8
186,New England Patriots,NE,10,null,DST,DST11,164.6,164.6,164.6,164.6,164.6,159.1
187,Nyheim Hines,IND,6,26,RB,RB63,94.4,94.4,94.4,94.4,94.4,159.2
188,Giovani Bernard,CIN,9,31,RB,RB64,288,288,288,288,288,159.3
189,Cole Beasley,BUF,6,33,WR,WR61,null,null,null,null,null,159.6
189,Andy Isabella,ARI,12,26,WR,WR62,388,388,388,388,388,159.6
191,Pittsburgh Steelers,PIT,7,null,DST,DST12,147,147,147,147,147,160.5
192,Mike Davis,CHI,6,30,RB,RB65,241,241,241,241,241,160.6
193,Mohamed Sanu,ATL,9,33,WR,WR63,1956,1956,1956,1956,1956,160.7
194,Matthew Stafford,DET,5,35,QB,QB24,91.7,91.7,91.7,91.7,91.7,160.8
194,CJ Anderson,DET,5,32,RB,RB66,null,null,null,null,null,160.8
196,Chris Thompson,WAS,10,32,RB,RB67,null,null,null,null,null,161.3
197,Demaryius Thomas,NE,10,35,WR,WR64,null,null,null,null,null,161.4
198,Kenny Stills,HOU,10,30,WR,WR65,null,null,null,null,null,161.5
199,Tre'Quan Smith,NO,9,27,WR,WR66,317,317,317,317,317,161.6
200,Randall Cobb,DAL,8,32,WR,WR67,185,185,185,185,185,161.7
201,Parris Campbell,IND,6,25,WR,WR68,182,182,182,182,182,162.3
202,DaeSean Hamilton,DEN,10,28,WR,WR69,814,814,814,814,814,162.5
203,Seattle Seahawks,SEA,11,null,DST,DST13,178,178,178,178,178,162.7
204,New Orleans Saints,NO,9,null,DST,DST14,156.8,156.8,156.8,156.8,156.8,162.8
205,Ka'imi Fairbairn,HOU,10,29,K,K6,492,492,492,492,492,162.9
206,Marquise Goodwin,SF,4,32,WR,WR70,304,304,304,304,304,163
207,Alfred Morris,DAL,8,34,RB,RB68,null,null,null,null,null,163.1
208,DeVante Parker,MIA,5,30,WR,WR71,135.1,135.1,135.1,135.1,135.1,163.8
209,Marquise Brown,BAL,8,25,WR,WR72,68,68,68,68,68,163.9
210,Sam Darnold,NYJ,4,25,QB,QB25,null,null,null,null,null,164.2
211,Houston Texans,HOU,10,null,DST,DST15,193,193,193,193,193,165.4
212,Buffalo Bills,BUF,6,null,DST,DST16,117.3,117.3,117.3,117.3,117.3,165.5
213,Jacoby Brissett,IND,6,30,QB,QB26,266,266,266,266,266,166.4
214,Adam Humphries,TEN,11,29,WR,WR73,null,null,null,null,null,166.9
215,Jake Elliott,PHI,10,28,K,K7,455,455,455,455,455,167.2
216,New York Jets,NYJ,4,null,DST,DST17,130.8,130.8,130.8,130.8,130.8,167.5
217,Michael Badgley,LAC,12,27,K,K8,null,null,null,null,null,168.2
218,Mason Crosby,GB,11,38,K,K9,464,464,464,464,464,169.2
219,Tennessee Titans,TEN,11,null,DST,DST18,164.6,164.6,164.6,164.6,164.6,169.3
220,Indianapolis Colts,IND,6,null,DST,DST19,148.4,148.4,148.4,148.4,148.4,169.7
221,Robbie Gould,SF,4,40,K,K10,462,462,462,462,462,169.8
222,Green Bay Packers,GB,11,null,DST,DST20,143.8,143.8,143.8,143.8,143.8,170.1
223,Giorgio Tavecchio,ATL,9,32,K,K11,null,null,null,null,null,170.5
224,Jason Myers,SEA,11,31,K,K12,488,488,488,488,488,170.7
225,San Francisco 49ers,SF,4,null,DST,DST21,140.9,140.9,140.9,140.9,140.9,170.8
226,Dan Bailey,MIN,12,35,K,K13,null,null,null,null,null,172
227,Brett Maher,DAL,8,33,K,K14,460,460,460,460,460,172.7
228,Adam Vinatieri,IND,6,50,K,K15,null,null,null,null,null,172.8
229,Matt Prater,DET,5,38,K,K16,452,452,452,452,452,173.8
230,Kansas City Chiefs,KC,12,null,DST,DST22,151.3,151.3,151.3,151.3,151.3,175
231,Quincy Enunwa,NYJ,4,30,WR,WR74,null,null,null,null,null,176
231,Atlanta Falcons,ATL,9,null,DST,DST23,187,187,187,187,187,176
233,Albert Wilson,MIA,5,30,WR,WR75,859,859,859,859,859,177
233,Miami Dolphins,MIA,5,null,DST,DST24,158.9,158.9,158.9,158.9,158.9,177
235,Ted Ginn Jr.,NO,9,37,WR,WR76,null,null,null,null,null,178
235,New York Giants,NYG,11,null,DST,DST25,180,180,180,180,180,178
237,Paul Richardson,WAS,10,30,WR,WR77,null,null,null,null,null,179
238,Marqise Lee,JAX,10,31,WR,WR78,null,null,null,null,null,180
239,Arizona Cardinals,ARI,12,null,DST,DST26,165.6,165.6,165.6,165.6,165.6,181
240,Robert Foster,BUF,6,28,WR,WR79,815,815,815,815,815,182
240,Detroit Lions,DET,5,null,DST,DST27,148.9,148.9,148.9,148.9,148.9,182
242,Rashard Higgins,CLE,7,28,WR,WR80,236,236,236,236,236,183
242,Las Vegas Raiders,LV,6,null,DST,DST28,190,190,190,190,190,183
244,Washington Commanders,WAS,10,null,DST,DST29,160.5,160.5,160.5,160.5,160.5,184
245,Chris Conley,JAX,10,30,WR,WR81,217,217,217,217,217,185
246,Tampa Bay Buccaneers,TB,7,null,DST,DST30,138.9,138.9,138.9,138.9,138.9,186
247,Cincinnati Bengals,CIN,9,null,DST,DST31,165.2,165.2,165.2,165.2,165.2,187
248,Trey Quinn,WAS,10,27,WR,WR82,1958,1958,1958,1958,1958,188
248,Carolina Panthers,CAR,7,null,DST,DST32,163.5,163.5,163.5,163.5,163.5,188
250,A.J. Brown,TEN,11,25,WR,WR83,30.5,30.5,30.5,30.5,30.5,189
251,Jalen Richard,LV,6,29,RB,RB69,null,null,null,null,null,190
252,David Moore,SEA,11,28,WR,WR84,null,null,null,null,null,191
253,Terry McLaurin,WAS,10,27,WR,WR85,38,38,38,38,38,192
254,Willie Snead IV,BAL,8,30,WR,WR86,701,701,701,701,701,193
255,Danny Amendola,DET,5,37,WR,WR87,null,null,null,null,null,194
256,Jamaal Williams,GB,11,27,RB,RB70,120.5,120.5,120.5,120.5,120.5,195
257,Nelson Agholor,PHI,10,29,WR,WR88,199,199,199,199,199,196
258,Phillip Dorsett,NE,10,30,WR,WR89,212,212,212,212,212,197
259,Jaron Brown,SEA,11,33,WR,WR90,null,null,null,null,null,198
260,Taylor Gabriel,CHI,6,32,WR,WR91,null,null,null,null,null,199
261,Miles Boykin,BAL,8,26,WR,WR92,369,369,369,369,369,200
262,John Ross,CIN,9,27,WR,WR93,null,null,null,null,null,201
263,Rex Burkhead,NE,10,32,RB,RB71,193,193,193,193,193,202
264,Justin Watson,TB,7,27,WR,WR94,268,268,268,268,268,203
265,DJ Chark,JAX,10,26,WR,WR95,164,164,164,164,164,204
266,Josh Doctson,MIN,12,30,WR,WR96,null,null,null,null,null,205
267,Travis Benjamin,LAC,12,33,WR,WR97,null,null,null,null,null,206
268,Jarius Wright,CAR,7,33,WR,WR98,null,null,null,null,null,207
269,Zay Jones,BUF,6,27,WR,WR99,179,179,179,179,179,208
270,Devontae Booker,DEN,10,30,RB,RB72,null,null,null,null,null,209
271,Andy Dalton,CIN,9,35,QB,QB27,477,477,477,477,477,210
272,Marcus Mariota,TEN,11,29,QB,QB28,245,245,245,245,245,213
273,Chris Moore,BAL,8,29,WR,WR100,237,237,237,237,237,214
274,Ryquell Armstead,JAX,10,26,RB,RB73,777,777,777,777,777,215
275,Breshad Perriman,TB,7,29,WR,WR101,313,313,313,313,313,216
276,Nick Foles,JAX,10,34,QB,QB29,565,565,565,565,565,217
277,Bilal Powell,NYJ,4,34,RB,RB74,null,null,null,null,null,218
278,Chase Edmonds,ARI,12,26,RB,RB75,70.1,70.1,70.1,70.1,70.1,219
279,Hakeem Butler,ARI,12,26,WR,WR102,null,null,null,null,null,220
280,Dwayne Haskins,WAS,10,25,QB,QB30,647,647,647,647,647,221
281,Chad Beebe,MIN,12,28,WR,WR103,1862,1862,1862,1862,1862,222
282,Gus Edwards,BAL,8,27,RB,RB76,229,229,229,229,229,223
283,Alfred Blue,JAX,10,31,RB,RB77,null,null,null,null,null,224
284,Joe Flacco,DEN,10,38,QB,QB31,456,456,456,456,456,225
285,Maurice Harris,NE,10,30,WR,WR104,null,null,null,null,null,226
286,Wayne Gallman,NYG,11,28,RB,RB78,null,null,null,null,null,227
287,Keelan Cole,JAX,10,29,WR,WR105,838,838,838,838,838,228
288,Jakeem Grant Sr.,MIA,5,30,WR,WR106,null,null,null,null,null,229
289,Ryan Grant,LV,6,32,WR,WR107,null,null,null,null,null,230
290,Kendrick Bourne,SF,4,27,WR,WR108,184,184,184,184,184,231
291,Bennie Fowler,NYG,11,31,WR,WR109,null,null,null,null,null,233
292,Jake Kumerow,GB,11,31,WR,WR110,473,473,473,473,473,234
293,Chester Rogers,IND,6,29,WR,WR111,1961,1961,1961,1961,1961,235
294,Isaiah McKenzie,BUF,6,27,WR,WR112,152.6,152.6,152.6,152.6,152.6,237
295,Zach Zenner,DET,5,31,RB,RB79,null,null,null,null,null,238
296,Jalen Hurd,SF,4,27,WR,WR113,null,null,null,null,null,239
297,Benny Snell Jr.,PIT,7,25,RB,RB80,291,291,291,291,291,240
298,Hunter Renfrow,LV,6,27,WR,WR114,71.4,71.4,71.4,71.4,71.4,241
299,Antonio Callaway,CLE,7,26,WR,WR115,null,null,null,null,null,242
300,Tim Patrick,DEN,10,29,WR,WR116,null,null,null,null,null,243
301,Seth Roberts,BAL,8,32,WR,WR117,null,null,null,null,null,244
302,Eli Manning,NYG,11,42,QB,QB32,null,null,null,null,null,245
303,Andre Ellington,TB,7,34,RB,RB81,null,null,null,null,null,246
304,Elijah McGuire,CLE,7,28,RB,RB82,696,696,696,696,696,247
305,Kyle Juszczyk,SF,4,31,FB,RB83,252,252,252,252,252,248
306,Emmanuel Butler,NO,9,26,WR,WR118,null,null,null,null,null,249
307,Cameron Artis-Payne,CAR,7,30,RB,RB84,null,null,null,null,null,250
308,Doug Martin,LV,6,34,RB,RB85,null,null,null,null,null,251
309,J.J. Arcega-Whiteside,PHI,10,26,WR,WR119,555,555,555,555,555,252
310,Chris Hogan,CAR,7,35,WR,WR120,null,null,null,null,null,253
311,Benjamin Cunningham,JAX,10,32,RB,RB86,null,null,null,null,null,254
312,Darren Sproles,PHI,10,39,RB,RB87,null,null,null,null,null,255
313,Tavon Austin,DAL,8,32,WR,WR121,860,860,860,860,860,256
314,Josh Reynolds,LAR,9,28,WR,WR122,244,244,244,244,244,258
315,Allen Hurns,MIA,5,31,WR,WR123,null,null,null,null,null,259
316,Rishard Matthews,NO,9,33,WR,WR124,null,null,null,null,null,260
317,Trent Taylor,SF,4,28,WR,WR125,398,398,398,398,398,261
318,Demarcus Robinson,KC,12,28,WR,WR126,253,253,253,253,253,262
319,J.D. McKissic,DET,5,29,RB,RB88,108.6,108.6,108.6,108.6,108.6,263
320,Kenneth Dixon,BAL,8,29,RB,RB89,null,null,null,null,null,265
321,Jermaine Kearse,DET,5,33,WR,WR127,null,null,null,null,null,266
322,Josh Rosen,MIA,5,26,QB,QB33,null,null,null,null,null,267
323,Jordan Taylor,MIN,12,31,WR,WR128,null,null,null,null,null,268
324,Ameer Abdullah,MIN,12,29,RB,RB90,214,214,214,214,214,269
325,Diontae Johnson,PIT,7,26,WR,WR129,43.5,43.5,43.5,43.5,43.5,270
326,Riley Ridley,CHI,6,26,WR,WR130,null,null,null,null,null,271
327,Taywan Taylor,CLE,7,28,WR,WR131,null,null,null,null,null,272
328,Corey Clement,PHI,10,28,RB,RB91,1949,1949,1949,1949,1949,273
329,Cordarrelle Patterson,CHI,6,31,RB,RB92,91.8,91.8,91.8,91.8,91.8,275
330,Jason Witten,DAL,8,40,TE,TE26,null,null,null,null,null,276
331,Kelvin Harmon,WAS,10,26,WR,WR132,730,730,730,730,730,277
332,T.J. Yeldon,BUF,6,29,RB,RB93,null,null,null,null,null,278
